user_ID,item_ID,rating
10127380049,P501288,5.0
10127380049,P455927,5.0
10127380049,P479318,5.0
10127380049,P466661,5.0
10127380049,P442839,5.0
10127380049,P503936,5.0
10127380049,P453930,5.0
10127380049,P386754,5.0
10127380049,P471046,5.0
10127380049,P442840,5.0
10127380049,P501236,5.0
10127380049,P443700,5.0
10127380049,P432049,5.0
10127380049,P474832,5.0
10127380049,P443350,5.0
10127380049,P479645,5.0
10127380049,P423136,5.0
10127380049,P418624,5.0
10127380049,P475543,5.0
10127380049,P479327,4.0
10127380049,P483076,5.0
10127380049,P429952,5.0
10127380049,P458209,5.0
10127380049,P479860,5.0
10127380049,P431180,5.0
10127380049,P479339,5.0
10127380049,P504045,4.0
10127380049,P474075,5.0
10127380049,P470529,5.0
10127380049,P482535,5.0
10127380049,P471043,5.0
10127380049,P456566,5.0
10127380049,P482551,5.0
10127380049,P479841,5.0
10127380049,P500993,5.0
10127380049,P480461,5.0
10127380049,P476414,5.0
10127380049,P476729,5.0
10127380049,P474822,5.0
10178779535,P483076,5.0
10178779535,P505054,5.0
10178779535,P442840,5.0
10178779535,P500472,5.0
10178779535,P503879,5.0
10178779535,P475543,5.0
10178779535,P500633,5.0
10178779535,P505031,5.0
10178779535,P505346,5.0
10178779535,P416341,5.0
10178779535,P423148,5.0
10178779535,P476414,5.0
10178779535,P426501,5.0
10178779535,P479327,5.0
10178779535,P434336,5.0
10178779535,P400259,5.0
10178779535,P482551,5.0
10178779535,P429952,5.0
10178779535,P501760,5.0
10178779535,P479860,5.0
10178779535,P473322,5.0
10178779535,P480630,5.0
10178779535,P476876,5.0
10178779535,P471046,5.0
10178779535,P232915,5.0
10178779535,P483679,5.0
10178779535,P471101,5.0
10178779535,P421235,5.0
10178779535,P481830,5.0
10178779535,P476729,5.0
10178779535,P461949,5.0
1017984594,P458209,5.0
1017984594,P468684,5.0
1017984594,P429242,5.0
1017984594,P442742,4.0
1017984594,P429952,5.0
1017984594,P454120,5.0
1017984594,P501254,5.0
1017984594,P442743,5.0
1017984594,P479841,5.0
1017984594,P433444,5.0
1017984594,P440650,4.0
1017984594,P480630,5.0
1017984594,P456398,3.0
1017984594,P421996,5.0
1017984594,P460779,2.0
1017984594,P454313,5.0
1017984594,P432049,5.0
1017984594,P270594,5.0
1017984594,P481697,5.0
1017984594,P454799,5.0
1017984594,P461949,5.0
1017984594,P475124,5.0
10183487671,P438619,5.0
10183487671,P411365,5.0
10183487671,P442839,5.0
10183487671,P471043,5.0
10183487671,P469538,5.0
10183487671,P479645,5.0
10183487671,P471025,5.0
10183487671,P443350,5.0
10183487671,P476414,5.0
10183487671,P476729,5.0
10183487671,P503936,5.0
10183487671,P438618,5.0
10183487671,P309308,5.0
10183487671,P442840,5.0
10183487671,P505346,5.0
10183487671,P482551,5.0
10183487671,P479860,5.0
10183487671,P423148,5.0
10183487671,P443352,5.0
10183487671,P423688,5.0
10183487671,P438617,5.0
10183487671,P433520,5.0
10183487671,P503668,5.0
10183487671,P483679,5.0
10183487671,P469506,5.0
10183487671,P467038,5.0
10183487671,P443370,5.0
10183487671,P442838,5.0
10183487671,P461949,5.0
10213715199,P421277,4.0
10213715199,P503936,4.0
10213715199,P500472,4.0
10213715199,P479318,4.0
10213715199,P467762,4.0
10213715199,P476414,4.0
10213715199,P481732,4.0
10213715199,P482676,4.0
10213715199,P474075,4.0
10213715199,P442840,5.0
10213715199,P471025,4.0
10213715199,P434548,4.0
10213715199,P424948,4.0
10213715199,P474832,5.0
10213715199,P468684,4.0
10213715199,P466123,4.0
10213715199,P482739,4.0
10213715199,P501760,4.0
10213715199,P394639,3.0
10213715199,P471101,4.0
10213715199,P278317,5.0
10213715199,P471237,4.0
10213715199,P309308,4.0
10213715199,P503726,4.0
10213715199,P447210,4.0
10213715199,P270594,4.0
10213715199,P471003,4.0
10213715199,P479348,5.0
10213715199,P458219,4.0
10213715199,P500288,4.0
10213715199,P442838,5.0
10213715199,P442839,4.0
10296294920,P500288,4.0
10296294920,P471101,5.0
10296294920,P435800,5.0
10296294920,P479327,4.0
10296294920,P479318,4.0
10296294920,P503726,5.0
10296294920,P411365,5.0
10296294920,P477157,5.0
10296294920,P302103,5.0
10296294920,P443349,5.0
10296294920,P500472,4.0
10296294920,P471237,2.0
10296294920,P474822,4.0
10296294920,P456218,2.0
10296294920,P475951,5.0
10296294920,P442840,4.0
10296294920,P482551,4.0
10296294920,P483679,3.0
10296294920,P440650,5.0
10296294920,P472052,4.0
10296294920,P377570,4.0
10296294920,P418346,2.0
10296294920,P479841,2.0
10296294920,P481739,5.0
10296294920,P481732,5.0
10296294920,P482676,4.0
10296294920,P424948,3.0
10296294920,P270594,4.0
10296294920,P503891,5.0
10296294920,P501254,5.0
10296294920,P474832,5.0
10296294920,P479860,4.0
10296294920,P443700,5.0
10296294920,P483076,4.0
10296294920,P458219,5.0
10296294920,P476729,2.0
10296294920,P467762,5.0
10296294920,P481830,4.0
10296294920,P503879,5.0
10296294920,P501760,4.0
10296294920,P482074,5.0
10299901583,P503726,5.0
10299901583,P426501,5.0
10299901583,P442840,5.0
10299901583,P423142,5.0
10299901583,P482681,5.0
10299901583,P470057,5.0
10299901583,P466123,5.0
10299901583,P482321,5.0
10299901583,P466661,5.0
10299901583,P471043,5.0
10299901583,P479327,5.0
10299901583,P453224,5.0
10299901583,P416341,5.0
10299901583,P481732,5.0
10299901583,P500472,5.0
10299901583,P442741,5.0
10299901583,P309308,5.0
10299901583,P482024,5.0
10299901583,P479860,5.0
10299901583,P466155,5.0
10299901583,P429952,5.0
10299901583,P500288,5.0
10299901583,P438619,5.0
10299901583,P480630,5.0
10299901583,P458917,5.0
10299901583,P475124,5.0
10299901583,P439061,5.0
10299901583,P481697,5.0
10299901583,P479645,5.0
10301673879,P375849,3.0
10301673879,P385432,2.0
10301673879,P439061,5.0
10301673879,P460516,5.0
10301673879,P420652,3.0
10301673879,P426836,5.0
10301673879,P418346,5.0
10301673879,P416341,5.0
10301673879,P427406,5.0
10301673879,P415777,4.0
10301673879,P504615,4.0
10301673879,P427421,4.0
10301673879,P427417,2.0
10301673879,P309308,3.0
10301673879,P411387,4.0
10301673879,P421243,5.0
10301673879,P426501,5.0
10301673879,P441644,4.0
10301673879,P436359,5.0
10301673879,P453225,4.0
10301673879,P377561,5.0
10301673879,P386754,1.0
10333244324,P474075,5.0
10333244324,P482676,5.0
10333244324,P482540,5.0
10333244324,P501254,5.0
10333244324,P400259,5.0
10333244324,P503936,5.0
10333244324,P466673,5.0
10333244324,P483679,5.0
10333244324,P455236,5.0
10333244324,P270594,5.0
10333244324,P431180,5.0
10333244324,P481739,5.0
10333244324,P500633,5.0
10333244324,P501760,5.0
10333244324,P479841,5.0
10333244324,P454799,5.0
10333244324,P458219,5.0
10333244324,P467762,5.0
10333244324,P481732,5.0
10333244324,P232915,5.0
10333244324,P500288,5.0
10333244324,P432049,5.0
10333244324,P474822,5.0
10333244324,P500857,5.0
10333244324,P379710,5.0
10333244324,P479645,5.0
10333244324,P471237,5.0
1039652892,P503052,4.0
1039652892,P475124,5.0
1039652892,P232915,4.0
1039652892,P479327,5.0
1039652892,P500993,5.0
1039652892,P500857,5.0
1039652892,P442840,5.0
1039652892,P481830,4.0
1039652892,P482551,4.0
1039652892,P467038,5.0
1039652892,P500777,5.0
1039652892,P462699,4.0
1039652892,P469502,5.0
1039652892,P476414,5.0
1039652892,P440650,5.0
1039652892,P500633,4.0
1039652892,P394826,4.0
1039652892,P309308,4.0
1039652892,P483076,4.0
1039652892,P94421,5.0
1039652892,P418346,4.0
1039652892,P443352,4.0
1039652892,P482325,4.0
1039652892,P501254,5.0
1039652892,P423688,4.0
1039652892,P503668,4.0
1039652892,P423130,4.0
1039652892,P270594,4.0
1039652892,P462666,5.0
1039652892,P461949,4.0
1039652892,P481366,1.0
1040369429,P394639,5.0
1040369429,P453816,5.0
1040369429,P434336,5.0
1040369429,P393718,5.0
1040369429,P418629,5.0
1040369429,P442858,5.0
1040369429,P418624,5.0
1040369429,P471003,5.0
1040369429,P94421,5.0
1040369429,P474832,5.0
1040369429,P309308,5.0
1040369429,P501254,5.0
1040369429,P422430,5.0
1040369429,P481817,5.0
1040369429,P381030,5.0
1040369429,P12573,5.0
1040369429,P126301,5.0
1040369429,P257537,5.0
1040369429,P424948,5.0
1040369429,P455236,5.0
1040369429,P480177,5.0
1040369429,P416139,5.0
1040369429,P442837,5.0
1040369429,P456213,5.0
1040369429,P458219,5.0
1040369429,P459299,5.0
1040369429,P419222,5.0
1040369429,P459300,4.0
1040369429,P460701,5.0
1040369429,P500744,5.0
1040369429,P454018,4.0
1040369429,P232915,5.0
1040369429,P456211,4.0
1040369429,P428668,5.0
1040369429,P442564,5.0
1040369429,P427397,5.0
1040369429,P4010,5.0
1040369429,P417238,5.0
1040369429,P447780,5.0
1040369429,P450271,5.0
1040369429,P471043,5.0
1040369429,P442838,5.0
1040369429,P426707,5.0
1040369429,P402718,5.0
10452002363,P474075,4.0
10452002363,P411365,5.0
10452002363,P505024,5.0
10452002363,P440650,5.0
10452002363,P476414,5.0
10452002363,P424948,5.0
10452002363,P503726,5.0
10452002363,P500613,5.0
10452002363,P443350,5.0
10452002363,P270594,5.0
10452002363,P466123,5.0
10452002363,P471046,5.0
10452002363,P428819,5.0
10452002363,P500777,5.0
10452002363,P423148,5.0
10452002363,P483076,5.0
10452002363,P232915,5.0
10452002363,P442840,5.0
10452002363,P468684,5.0
10452002363,P479860,5.0
10452002363,P500744,5.0
10452002363,P482551,5.0
10452002363,P475124,3.0
10452002363,P442839,5.0
10452002363,P442838,5.0
10452002363,P481830,5.0
10452002363,P500633,5.0
1048276344,P428668,5.0
1048276344,P455236,2.0
1048276344,P395615,5.0
1048276344,P460701,4.0
1048276344,P420699,5.0
1048276344,P418218,5.0
1048276344,P421243,4.0
1048276344,P302103,5.0
1048276344,P453816,4.0
1048276344,P433520,1.0
1048276344,P436359,5.0
1048276344,P379707,2.0
1048276344,P377533,4.0
1048276344,P429515,5.0
1048276344,P428819,1.0
1048276344,P462666,4.0
1048276344,P453253,5.0
1048276344,P173726,5.0
1048276344,P411388,4.0
1048276344,P442003,1.0
1048276344,P484080,2.0
1048276344,P447210,5.0
1048276344,P427417,5.0
1048276344,P470259,2.0
1048276344,P471025,5.0
1048276344,P454794,5.0
1048276344,P458216,4.0
1048276344,P433521,1.0
1048276344,P421275,1.0
1048276344,P502966,1.0
1048276344,P421998,5.0
1048276344,P126301,4.0
1048276344,P479841,5.0
1048276344,P384821,5.0
1060679234,P427529,1.0
1060679234,P399623,3.0
1060679234,P433521,4.0
1060679234,P377533,3.0
1060679234,P454794,3.0
1060679234,P433520,2.0
1060679234,P439926,1.0
1060679234,P443350,1.0
1060679234,P422510,5.0
1060679234,P7880,5.0
1060679234,P126301,5.0
1060679234,P392245,1.0
1060679234,P453816,5.0
1060679234,P427536,1.0
1060679234,P421996,5.0
1060679234,P217513,4.0
1060679234,P218700,2.0
1060679234,P443352,5.0
1060679234,P474060,5.0
1060679234,P423688,5.0
1060679234,P405584,1.0
1060679234,P445951,2.0
1060679234,P474939,2.0
1060679234,P421998,2.0
1060679234,P203616,1.0
1060679234,P444718,5.0
1060679234,P456412,2.0
10686901548,P500472,5.0
10686901548,P482540,5.0
10686901548,P471043,5.0
10686901548,P462666,5.0
10686901548,P455236,5.0
10686901548,P480461,5.0
10686901548,P481739,5.0
10686901548,P471025,5.0
10686901548,P477157,5.0
10686901548,P466164,5.0
10686901548,P479327,5.0
10686901548,P270594,5.0
10686901548,P483076,5.0
10686901548,P479860,5.0
10686901548,P480630,5.0
10686901548,P467762,5.0
10686901548,P503668,5.0
10686901548,P500138,5.0
10686901548,P472469,5.0
10686901548,P443350,5.0
10686901548,P418346,5.0
10686901548,P500777,5.0
10686901548,P442838,5.0
10686901548,P442839,5.0
10686901548,P503726,5.0
10686901548,P443352,5.0
10686901548,P481732,5.0
10686901548,P423136,5.0
10686901548,P474832,5.0
10686901548,P458219,5.0
10686901548,P458900,5.0
10686901548,P400259,4.0
10686901548,P482551,5.0
10686901548,P423688,5.0
10686901548,P469538,5.0
10686901548,P429952,5.0
10686901548,P442837,5.0
10686901548,P461949,5.0
10686901548,P505346,5.0
10686901548,P479362,5.0
10690040573,P460779,5.0
10690040573,P464243,5.0
10690040573,P458209,5.0
10690040573,P269122,5.0
10690040573,P471046,5.0
10690040573,P482551,5.0
10690040573,P500633,5.0
10690040573,P501254,5.0
10690040573,P424948,5.0
10690040573,P479645,5.0
10690040573,P483679,5.0
10690040573,P479339,5.0
10690040573,P462699,5.0
10690040573,P477157,5.0
10690040573,P270594,5.0
10690040573,P434336,5.0
10690040573,P482540,5.0
10690040573,P504125,5.0
10690040573,P475543,5.0
10690040573,P458900,5.0
10690040573,P468684,5.0
10690040573,P404338,5.0
10690040573,P423136,5.0
10690040573,P503634,5.0
10690040573,P504045,5.0
10690040573,P466123,5.0
10690040573,P505054,5.0
10690040573,P466134,5.0
10690040573,P474937,5.0
10690040573,P443370,5.0
10690040573,P465741,4.0
10690040573,P463036,5.0
10690040573,P455237,5.0
10690040573,P418624,5.0
10690040573,P466673,5.0
10690040573,P400259,5.0
10690040573,P423142,5.0
10690040573,P423688,5.0
10690040573,P503936,5.0
10690040573,P379710,5.0
10690040573,P456218,5.0
10690040573,P470243,5.0
10690040573,P411403,5.0
10690040573,P443700,5.0
10690040573,P462666,5.0
10690040573,P482074,5.0
10690040573,P466114,5.0
10690040573,P482320,5.0
10690040573,P411365,5.0
10690040573,P471043,5.0
10690040573,P503879,5.0
10690040573,P479841,5.0
10690040573,P500993,5.0
10690040573,P480285,5.0
10690040573,P418346,5.0
10690040573,P482676,5.0
10690040573,P464239,5.0
10703356078,P384778,4.0
10703356078,P54509,4.0
10703356078,P297551,4.0
10703356078,P434360,4.0
10703356078,P480630,3.0
10703356078,P421243,3.0
10703356078,P444980,5.0
10703356078,P416139,2.0
10703356078,P403818,5.0
10703356078,P420652,3.0
10703356078,P441644,5.0
10703356078,P431848,4.0
10703356078,P248404,5.0
10703356078,P397890,4.0
10703356078,P400207,5.0
10703356078,P214002,1.0
10703356078,P417238,4.0
10703356078,P450271,4.0
10703356078,P39970,2.0
10703356078,P411387,5.0
10703356078,P418629,2.0
10703356078,P420699,5.0
10703356078,P404795,1.0
10703356078,P434336,3.0
10763743504,P458209,5.0
10763743504,P476876,5.0
10763743504,P423130,5.0
10763743504,P500993,5.0
10763743504,P471025,5.0
10763743504,P477157,5.0
10763743504,P503726,5.0
10763743504,P458900,5.0
10763743504,P432242,5.0
10763743504,P475543,5.0
10763743504,P503936,5.0
10763743504,P442840,5.0
10763743504,P482551,5.0
10763743504,P471237,5.0
10763743504,P421235,5.0
10763743504,P434548,5.0
10763743504,P468684,5.0
10763743504,P470057,5.0
10763743504,P435800,5.0
10763743504,P482535,5.0
10763743504,P479327,5.0
10763743504,P501760,5.0
10763743504,P505023,5.0
10763743504,P504125,5.0
10763743504,P503879,5.0
10763743504,P443352,5.0
10763743504,P500288,5.0
10763743504,P500240,5.0
10763743504,P479860,5.0
10763743504,P466154,5.0
10763743504,P470529,5.0
10763743504,P471101,5.0
10763743504,P423688,5.0
10763743504,P505031,5.0
10763743504,P270594,5.0
10763743504,P482074,5.0
10763743504,P483076,5.0
10763743504,P443700,5.0
10763743504,P443359,5.0
10776296512,P462666,5.0
10776296512,P377570,5.0
10776296512,P503668,5.0
10776296512,P411365,5.0
10776296512,P456213,5.0
10776296512,P459299,5.0
10776296512,P480461,5.0
10776296512,P439057,4.0
10776296512,P503936,5.0
10776296512,P443352,5.0
10776296512,P421235,5.0
10776296512,P479841,5.0
10776296512,P442840,3.0
10776296512,P463036,5.0
10776296512,P500472,5.0
10776296512,P455237,5.0
10776296512,P423688,5.0
10776296512,P270594,5.0
10776296512,P480613,5.0
10776296512,P232915,5.0
10776296512,P503726,5.0
10776296512,P482024,5.0
10776296512,P461949,5.0
10776296512,P440650,5.0
10776296512,P465741,5.0
10776296512,P505009,5.0
10788194907,P405599,5.0
10788194907,P503052,1.0
10788194907,P426836,4.0
10788194907,P459133,5.0
10788194907,P411387,5.0
10788194907,P405096,5.0
10788194907,P444057,5.0
10788194907,P460723,5.0
10788194907,P447592,4.0
10788194907,P500757,5.0
10788194907,P411401,5.0
10788194907,P441644,5.0
10788194907,P460779,4.0
10788194907,P441101,4.0
10788194907,P418218,5.0
10788194907,P403817,5.0
10788194907,P464243,5.0
10788194907,P454794,5.0
10788194907,P460701,5.0
10788194907,P394826,1.0
10788194907,P461439,5.0
10788194907,P447778,5.0
1079079050,P500288,5.0
1079079050,P501760,5.0
1079079050,P500240,5.0
1079079050,P482676,5.0
1079079050,P467602,5.0
1079079050,P479841,5.0
1079079050,P435800,5.0
1079079050,P482551,5.0
1079079050,P482535,5.0
1079079050,P458219,5.0
1079079050,P500472,5.0
1079079050,P479339,5.0
1079079050,P503936,5.0
1079079050,P471046,5.0
1079079050,P449175,5.0
1079079050,P443370,4.0
1079079050,P467762,5.0
1079079050,P500633,5.0
1079079050,P483076,5.0
1079079050,P479327,5.0
1079079050,P466673,5.0
1079079050,P482540,5.0
1079079050,P461165,4.0
1079079050,P460578,5.0
1079079050,P475124,5.0
1079079050,P466122,5.0
10806366528,P458917,4.0
10806366528,P468658,5.0
10806366528,P466154,4.0
10806366528,P468684,5.0
10806366528,P453930,5.0
10806366528,P503891,5.0
10806366528,P464233,5.0
10806366528,P482739,5.0
10806366528,P481084,5.0
10806366528,P479318,5.0
10806366528,P466123,5.0
10806366528,P465741,4.0
10806366528,P309308,5.0
10806366528,P480630,5.0
10806366528,P463353,5.0
10806366528,P467602,5.0
10806366528,P454936,5.0
10806366528,P430337,5.0
10806366528,P456392,5.0
10806366528,P443352,5.0
10806366528,P483679,5.0
10806366528,P423688,5.0
10806366528,P475951,5.0
10806366528,P429952,5.0
10806366528,P480285,5.0
10806366528,P436094,5.0
10806366528,P482298,5.0
10806366528,P418346,5.0
10806366528,P466134,5.0
10806366528,P447212,5.0
10846099034,P467976,5.0
10846099034,P379707,5.0
10846099034,P500288,5.0
10846099034,P477157,5.0
10846099034,P479327,5.0
10846099034,P500472,5.0
10846099034,P474822,5.0
10846099034,P442837,5.0
10846099034,P455236,5.0
10846099034,P309308,5.0
10846099034,P442840,5.0
10846099034,P470536,5.0
10846099034,P479860,5.0
10846099034,P453930,5.0
10846099034,P479841,5.0
10846099034,P482321,5.0
10846099034,P455364,5.0
10846099034,P478030,5.0
10846099034,P450633,5.0
10846099034,P94421,5.0
10846099034,P468684,5.0
10846099034,P476730,5.0
10846099034,P470057,5.0
10846099034,P474832,5.0
10846099034,P472810,5.0
10846099034,P466661,5.0
10847139256,P503668,5.0
10847139256,P481732,5.0
10847139256,P4016,5.0
10847139256,P423148,5.0
10847139256,P471101,5.0
10847139256,P481739,5.0
10847139256,P479860,4.0
10847139256,P503726,4.0
10847139256,P471025,5.0
10847139256,P421277,4.0
10847139256,P479841,5.0
10847139256,P500633,5.0
10847139256,P500777,4.0
10847139256,P503936,4.0
10847139256,P440650,5.0
10847139256,P424948,4.0
10847139256,P481169,5.0
10847139256,P270594,5.0
10847139256,P482676,5.0
10847139256,P442840,4.0
10847139256,P500472,5.0
10847139256,P433520,5.0
10847139256,P462666,4.0
10847139256,P476729,5.0
10847139256,P458219,5.0
10847139256,P461949,4.0
10847139256,P479348,5.0
10847139256,P467762,5.0
10847139256,P500288,5.0
10847139256,P501760,4.0
10879792704,P443350,4.0
10879792704,P501254,4.0
10879792704,P482321,5.0
10879792704,P470057,5.0
10879792704,P500633,5.0
10879792704,P483076,5.0
10879792704,P443349,4.0
10879792704,P503936,5.0
10879792704,P480461,3.0
10879792704,P476414,5.0
10879792704,P309308,4.0
10879792704,P458219,5.0
10879792704,P482535,3.0
10879792704,P471046,4.0
10879792704,P467762,5.0
10879792704,P467038,5.0
10879792704,P500472,4.0
10879792704,P421275,4.0
10879792704,P429952,3.0
10879792704,P476730,4.0
10879792704,P480630,3.0
10879792704,P450633,4.0
10879792704,P482551,5.0
10879792704,P462666,5.0
10879792704,P477157,5.0
10879792704,P475921,4.0
10879792704,P481169,5.0
10879792704,P421235,5.0
10900068310,P463036,5.0
10900068310,P453928,5.0
10900068310,P426501,5.0
10900068310,P470057,5.0
10900068310,P309308,5.0
10900068310,P453930,3.0
10900068310,P479125,5.0
10900068310,P482321,5.0
10900068310,P453224,4.0
10900068310,P379707,5.0
10900068310,P379710,5.0
10900068310,P443352,5.0
10900068310,P480630,5.0
10900068310,P462699,5.0
10900068310,P423688,5.0
10900068310,P466153,5.0
10900068310,P476876,2.0
10900068310,P429952,5.0
10900068310,P474822,3.0
10900068310,P467976,5.0
10900068310,P474840,4.0
10900068310,P458917,5.0
1094154645,P427420,5.0
1094154645,P471003,5.0
1094154645,P440312,5.0
1094154645,P379707,5.0
1094154645,P309308,4.0
1094154645,P442858,5.0
1094154645,P455926,5.0
1094154645,P429516,5.0
1094154645,P445827,2.0
1094154645,P482742,5.0
1094154645,P418629,5.0
1094154645,P392246,5.0
1094154645,P94421,5.0
1094154645,P173726,5.0
1094154645,P375849,5.0
1094154645,P395615,5.0
1094154645,P426183,5.0
1094154645,P426080,5.0
1094154645,P379710,2.0
1094154645,P455927,5.0
1098549354,P453224,4.0
1098549354,P460516,4.0
1098549354,P443842,4.0
1098549354,P454018,4.0
1098549354,P283501,4.0
1098549354,P434548,5.0
1098549354,P475543,4.0
1098549354,P384780,5.0
1098549354,P392235,4.0
1098549354,P218700,4.0
1098549354,P441101,5.0
1098549354,P470529,4.0
1098549354,P376726,4.0
1098549354,P426340,4.0
1098549354,P462699,4.0
1098549354,P453225,4.0
1098549354,P248407,4.0
1098549354,P458219,5.0
1098549354,P455236,4.0
1098549354,P467762,5.0
1098549354,P428095,5.0
1098549354,P442744,4.0
1098549354,P465368,5.0
1098549354,P434360,4.0
1098549354,P413326,5.0
1098549354,P203616,5.0
